id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
1612,6,16.0,0.0,1.3,56.0,1675.0,0.005,65.0,50.0,37.0
1613,3,16.5,0.0,0.8,59.0,2000.0,0.026000000000000002,40.0,26.0,28.0
1614,3,11.9,0.0,2.1,58.0,1716.0,0.038,75.0,19.0,22.0
1615,9,17.1,0.0,3.4,76.0,451.0,0.03,65.0,39.0,74.0
1619,19,18.9,0.0,5.0,40.0,2000.0,0.053,49.0,12.0,214.0
1620,17,25.8,0.0,3.2,27.0,1997.0,0.054000000000000006,28.0,16.0,316.0
1621,23,14.0,0.0,1.4,47.0,2000.0,0.046,45.0,23.0,114.0
1624,0,12.2,0.0,1.2,50.0,1707.0,0.033,58.0,29.0,62.0
1625,23,19.4,0.0,0.3,42.0,1368.0,0.07,53.0,31.0,120.0
1626,3,12.2,0.0,2.9,41.0,2000.0,0.042,34.0,27.0,17.0
1627,9,16.6,0.0,2.7,44.0,1134.0,0.028999999999999998,89.0,50.0,108.0
1629,19,21.6,0.0,3.4,36.0,2000.0,0.038,33.0,14.0,315.0
1630,8,15.5,0.0,1.0,83.0,335.0,0.035,51.0,32.0,61.0
1635,3,10.5,0.0,2.4,73.0,990.0,0.042,46.0,25.0,26.0
1638,15,17.9,0.0,3.2,33.0,1890.0,0.05,69.0,23.0,125.0
1639,12,15.3,0.0,3.5,27.0,1900.0,0.040999999999999995,67.0,21.0,129.0
1640,5,13.4,0.0,0.9,81.0,1009.0,0.033,34.0,16.0,11.0
1641,23,9.9,0.0,3.3,69.0,1974.0,0.037000000000000005,45.0,17.0,70.0
1642,5,17.4,0.0,0.9,91.0,390.0,0.02,30.0,24.0,17.0
1647,14,20.4,0.0,3.6,12.0,2000.0,0.047,23.0,13.0,108.0
1649,15,18.5,0.0,4.1,24.0,849.0,0.064,92.0,83.0,78.0
1650,4,16.1,0.0,0.6,60.0,2000.0,0.027999999999999997,39.0,28.0,27.0
1652,16,17.7,0.0,2.3,32.0,1949.0,0.037000000000000005,64.0,22.0,118.0
1653,6,10.7,0.0,2.5,99.0,78.0,0.034,32.0,28.0,5.0
