거래번호,항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
17844,소다,야채 주스,,,,,,,
17845,아이스크림,식빵,패스트리,냅킨,,,,,
17846,열대과일,전지우유,버터우유,식빵,생수,,,,
17847,햄,과일,야채,전지우유,사워 크림,치즈,계란,마가린,
17848,소고기,열대과일,롤빵,커피,소다,초콜릿,신문,,
17849,딸기,요거트,계란,롤빵,,,,,
17850,전지우유,롤빵,,,,,,,
17851,소고기,식빵,,,,,,,
17853,버터,패스트리,고양이 사료,캔맥주,쇼핑백,,,,
17854,전지우유,롤빵,식빵,비누,,,,,
17855,감귤,전지우유,과자,,,,,,
17857,소시지,치킨,열대과일,양파,디저트,사워 크림,우유,크림 치즈,
17861,소고기,마가린,,,,,,,
17866,소고기,롤빵,패스트리,비누,,,,,
17869,전지우유,패스트리,코코아,신문,,,,,
17870,전지우유,커피,병맥주,,,,,,
17871,햄,사워 크림,냉동 야채,롤빵,,,,,
17874,야채,전지우유,버터우유,냉동 식품,,,,,
17877,소시지,와인,신문,,,,,,
17878,소고기,전지우유,치즈,밀가루,설탕,생수,소다,,
17879,열대과일,전지우유,음료수,치즈,패스트리,와플,,,
17880,야채,양파,전지우유,냉동 디저트,커피,병맥주,,,
17881,과일,커피,,,,,,,
17883,야채,전지우유,요거트,,,,,,
17885,돼지고기,전지우유,시리얼,,,,,,
17886,야채,요거트,식빵,쇼핑백,,,,,
17887,소시지,포장 채소,우유,패스트리,수프,생수,,,
17889,감귤,전지우유,치즈,치즈,크림 치즈,생선 통조림,,,
17890,치킨,패스트리,,,,,,,
17891,전지우유,생수,병맥주,,,,,,
17893,전지우유,디저트,,,,,,,
17894,소고기,설탕,캔맥주,,,,,,
17895,햄,열대과일,,,,,,,
17898,전지우유,커피,캔맥주,,,,,,
17899,소시지,과일,전지우유,요거트,,,,,
17900,계란,롤빵,커피,캔맥주,브랜디,초콜릿,쇼핑백,,
17902,돼지고기,소고기,양파,요거트,우유,생선,롤빵,마가린,설탕
17903,열대과일,전지우유,크림 치즈,기름,케이크,,,,
17904,요거트,시럽,껌,신문,,,,,
17907,소다,초콜릿,사탕,,,,,,
17908,소고기,딸기,요거트,사워 크림,,,,,
17909,치킨,야채,요거트,크림 치즈,냅킨,,,,
17910,요거트,냉동 야채,쇼핑백,,,,,,
17913,치즈,냉동 식품,,,,,,,
17914,소고기,야채,생수,,,,,,
17915,음료수,계란,음료수,,,,,,
17916,소고기,전지우유,롤빵,패스트리,고양이 사료,와플,초콜릿,신문,
17918,전지우유,요거트,베이킹 파우더,세정제,,쇼핑백,,,
17921,감귤,포도,,,,,,,
17922,와인,포도주,,,,,,,
17924,과일,캔맥주,,,,,,,
17925,햄,열대과일,야채,전지우유,신문,,,,
17928,패스트리,소다,초콜릿,,,,,,
17929,생수,브랜디,위스키,,,,,,
17930,전지우유,치즈,식빵,병맥주,신문,쇼핑백,,,
17931,감귤,요거트,신문,,,,,,
17932,전지우유,디저트,요거트,생선 통조림,소다,야채 주스,쇼핑백,,
17933,병맥주,브랜디,위스키,초콜릿,초콜릿,쇼핑백,,,
17934,소주,간식,초콜릿,초콜릿,쇼핑백,,,,
17935,커피,소다,병맥주,초콜릿,사탕,쇼핑백,,,
17936,전지우유,계란,마가린,야채 주스,,,,,
17937,견과류,소다,초콜릿,,,,,,
17938,아이스크림,기름,소주,초콜릿,쇼핑백,,,,
17939,우유,생수,야채 주스,캔맥주,,,,,
17940,돼지고기,생선,계란,설탕,음료수,쇼핑백,,,
17941,소시지,치즈,롤빵,캔맥주,,,,,
17943,패스트리,소다,,,,,,,
17944,야채,전지우유,요거트,계란,롤빵,냅킨,,,
17945,야채,향신료,주방 수건,,,,,,
17946,소고기,야채,식빵,과일 통조림,소다,초콜릿,신문,,
17948,요거트,우유,크림 치즈,롤빵,식빵,패스트리,절인 야채,생선 통조림,
17950,치즈,냉동 식품,,,,,,,
17951,전지우유,크림 치즈,계란,마가린,캔맥주,쇼핑백,,,
17952,포도,디저트,요거트,음료수,냉동 야채,캔맥주,,,
17953,생수,병맥주,,,,,,,
17954,버터우유,치즈,,,,,,,
17955,치즈,롤빵,초콜릿,,,,,,
17956,야채 주스,초콜릿,,,,,,,
17958,롤빵,캔맥주,,,,,,,
17960,과일,버터우유,크림 치즈,롤빵,,,,,
17961,과일,버터,롤빵,초콜릿,,,,,
17962,롤빵,식빵,,,,,,,
17964,생선,병맥주,,,,,,,
17965,소다,초콜릿,,,,,,,
17968,포장 채소,생선 통조림,,,,,,,
17971,버터,계란,밀가루,수프,베이킹 파우더,,,,
17972,딸기,소다,와플,,,,,,
17973,야채,캔맥주,양초,쇼핑백,,,,,
17974,소고기,식빵,소다,음료수,주방 수건,,,,
17976,감귤,요거트,우유,패스트리,소스,커피,전구,,
17977,전지우유,팝콘,초콜릿,사탕,,,,,
17978,소다,병맥주,소주,와인,쇼핑백,,,,
17979,야채,포장 채소,롤빵,캔맥주,와인,,,,
17980,열대과일,소다,,,,,,,
17981,야채,전지우유,버터,냉동 야채,설탕,생수,야채 주스,,
17982,포도,간식,,,,,,,
17984,소고기,냉동 식품,강아지 사료,,,,,,
17985,요거트,롤빵,식초,마가린,포도주,,,,
17986,버터,패스트리,쇼핑백,,,,,,
17987,롤빵,생수,초콜릿,,,,,,
17988,햄,치즈,패스트리,껌,,,,,
17990,야채,전지우유,치즈,마요네즈,계란,식빵,기름,소다,
17991,식빵,간식,,,,,,,
17994,소고기,냉동 야채,냉동 디저트,롤빵,커피,신문,쇼핑백,,
17995,야채,우유,아이스크림,냉동 감자,생수,소다,병맥주,냅킨,
17996,버터우유,냅킨,,,,,,,
17997,소시지,돼지고기,열대과일,야채,전지우유,롤빵,소다,,
17998,열대과일,패스트리,소다,초콜릿,,,,,
18000,소시지,전지우유,식빵,,,,,,
18002,열대과일,케첩,쇼핑백,,,,,,
18004,전지우유,냉동 식품,롤빵,패스트리,설탕,소다,,,
18005,소고기,견과류,캔맥주,,,,,,
18006,소고기,야채,와플,신문,,,,,
18009,치즈,치즈,마가린,와인,,,,,
18011,롤빵,병맥주,,,,,,,
18012,열대과일,롤빵,,,,,,,
18013,소시지,롤빵,소다,,,,,,
18015,전지우유,코코아,쇼핑백,,,,,,
18016,포도,야채,요거트,식빵,,,,,
18017,롤빵,마가린,,,,,,,
18018,전지우유,요거트,사워 크림,소고기,커피,소다,,,
18019,햄,돼지고기,감귤,과일,야채,버터우유,음료수,치즈,
18021,소시지,전지우유,마가린,와플,양초,,,,
18023,패스트리,초콜릿,초콜릿,,,,,,
18024,음료수,롤빵,야채 주스,,,,,,
18026,열대과일,전지우유,,,,,,,
18027,열대과일,전지우유,요거트,롤빵,패스트리,커피,초콜릿,,
18029,돼지고기,롤빵,마가린,캔맥주,냅킨,,,,
18031,돼지고기,냉동 감자,롤빵,패스트리,소다,백포도주,,,
18034,포장 채소,사워 크림,,,,,,,
18036,요거트,롤빵,,,,,,,
18037,돼지고기,과일,요거트,계란,,,,,
18038,열대과일,패스트리,야채 주스,,,,,,
18039,치즈,식빵,캔맥주,와인,,,,,
18041,요거트,사워 크림,마요네즈,계란,과일 통조림,음료수,포도주,,
18042,감귤,패스트리,,,,,,,
18044,치킨,열대과일,양파,버터우유,요거트,음료수,치즈,치즈,
18045,소시지,햄,롤빵,소다,백포도주,,,,
18047,전지우유,패스트리,,,,,,,
18049,소다,병맥주,쇼핑백,,,,,,
18050,소시지,식빵,커피,소다,쇼핑백,,,,
18051,전지우유,초콜릿,,,,,,,
18052,전지우유,강아지 사료,고양이 사료,소다,초콜릿,냅킨,,,
18053,식빵,포도주,,,,,,,
18056,농축 우유,소다,신문,,,,,,
18057,전지우유,커피,초콜릿,쇼핑백,,,,,
18058,캔맥주,와플,초콜릿,,,,,,
18060,남성 화장품,냅킨,,,,,,,
18064,요거트,캔맥주,,,,,,,
18068,전지우유,사워 크림,커피,,,,,,
18070,디저트,롤빵,그릇,,,,,,
18071,전지우유,아이스크림,,,,,,,
18072,생수,캔맥주,백포도주,쇼핑백,,,,,
18073,감귤,쇼핑백,,,,,,,
18079,돼지고기,야채,허브,전지우유,냉동 야채,롤빵,세정제,,
18081,소시지,열대과일,크림 치즈,패스트리,생수,,,,
18082,치즈,냉동 식품,계란,롤빵,고양이 사료,,,,
18086,딸기,요거트,치즈,,,,,,
18088,소시지,소고기,,,,,,,
18089,전지우유,요거트,,,,,,,
18092,소고기,냉동 야채,소다,,,,,,
18093,소고기,감귤,열대과일,야채,전지우유,사워 크림,크림 치즈,롤빵,
18094,요거트,소금,커피,,,,,,
18095,캔맥주,쇼핑백,,,,,,,
18096,포도,초콜릿,,,,,,,
18098,전지우유,계란,,,,,,,
18100,열대과일,과일,,,,,,,
18102,전지우유,버터우유,크림 치즈,야채 주스,,,,,
18103,치킨,버터,,,,,,,
18105,감귤,치즈,,,,,,,
18107,돼지고기,감귤,열대과일,포도,야채,크림 치즈,생수,야채 주스,
18110,치킨,소다,소주,신문,쇼핑백,,,,
18111,감귤,버터우유,식빵,생선 통조림,생수,포도주,남성 화장품,,
18112,포도,롤빵,사탕,,,,,,
18117,소시지,음료수,롤빵,와인,초콜릿,쇼핑백,,,
18118,돼지고기,양파,요거트,,,,,,
18119,양파,전지우유,요거트,사워 크림,차,청소기,욕실 청소용품,,
18120,소고기,감귤,포도,야채,롤빵,강아지 사료,초콜릿,,
18121,요거트,생수,백포도주,,,,,,
18129,생선,감귤,열대과일,기름,마가린,백포도주,,,
18131,음료수,롤빵,생수,,,,,,
18132,소다,초콜릿,쇼핑백,,,,,,
18133,치즈,캔맥주,,,,,,,
18134,열대과일,와플,신문,,,,,,
18135,롤빵,소다,,,,,,,
18139,냉동 식품,소다,,,,,,,
18140,야채,요거트,우유,롤빵,,,,,
18141,전지우유,냅킨,,,,,,,
18144,소시지,치킨,치즈,냉동 야채,향신료,소다,쇼핑백,,
18146,감미료,커피,,,,,,,
18149,햄,열대과일,과일,우유,치즈,계란,식빵,야채 주스,
18150,병맥주,소주,와인,와플,사탕,냅킨,쇼핑백,,
18151,아이스크림,계란,롤빵,생수,소다,병맥주,과자,쇼핑백,
18152,커피,시럽,,,,,,,
18153,소고기,치즈,롤빵,백포도주,쇼핑백,,,,
18156,양파,야채 주스,,,,,,,
18157,치킨,병맥주,,,,,,,
18158,소고기,전지우유,아이스크림,,,,,,
18159,소고기,디저트,요거트,계란,롤빵,기름,커피,,
18160,껌,냅킨,,,,,,,
18161,롤빵,그릇,,,,,,,
18163,전지우유,냉동 야채,,,,,,,
18165,캔맥주,와인,,,,,,,
18168,음료수,크림 치즈,,,,,,,
18170,야채,전지우유,,,,,,,
18171,소시지,롤빵,커피,,,,,,
18173,열대과일,요거트,생수,초콜릿,,,,,
18174,감귤,포도,양파,사워 크림,크림 치즈,마요네즈,냉동 야채,아이스크림,
18176,쌀,커피,초콜릿,쇼핑백,,,,,
18179,양파,사워 크림,신문,,,,,,
18181,치킨,냉동 야채,초콜릿,초콜릿,쇼핑백,,,,
18182,전지우유,소다,야채 주스,쇼핑백,,,,,
18184,돼지고기,사워 크림,냉동 야채,시리얼,고양이 사료,야채 주스,케이크,초콜릿,
18185,소고기,전지우유,계란,패스트리,,,,,
18186,농축 우유,소다,음료수,,,,,,
18187,전지우유,냉동 식품,식빵,생수,소다,사탕,,,
18188,소고기,야채,생수,소다,,,,,
18190,소시지,햄,소다,케이크,쇼핑백,,,,
18191,패스트리,병맥주,,,,,,,
18193,생선 통조림,캔맥주,초콜릿,,,,,,
18195,감귤,열대과일,식빵,소스,소다,냅킨,쇼핑백,,
18196,전지우유,식빵,소금,설탕,,,,,
18197,전지우유,버터,,,,,,,
18199,열대과일,포도,냉동 식품,식빵,생수,소다,쇼핑백,,
18201,허브,버터,초콜릿,,,,,,
18202,소시지,야채,,,,,,,
18203,야채,허브,전지우유,냉동 야채,냉동 디저트,야채 주스,,,
18204,요거트,식빵,밀가루,감미료,와인,쇼핑백,,
18205,디저트,음료수,야채 주스,팝콘,쇼핑백,,,,
18206,열대과일,과일,전지우유,롤빵,식빵,소다,껌,,
18208,롤빵,소다,여성용 위생용품,,,,,,
18209,롤빵,병맥주,,,,,,,
18213,생수,병맥주,백포도주,,,,,,
18214,크림 치즈,식빵,소고기,소다,초콜릿,,,,
18215,야채,요거트,소다,팝콘,,,,,
18216,캔맥주,간식,초콜릿,,,,,,
18217,전지우유,버터,요거트,롤빵,커피,야채 주스,세정제,,
18220,요거트,밀가루,설탕,베이킹 파우더,,,,,
18221,요거트,사워 크림,우유,야채 주스,신문,,,,
18222,소시지,롤빵,마가린,,,,,,
18223,크림 치즈,롤빵,마가린,수프,,,,,
18225,소고기,냉동 야채,롤빵,소다,껌,사진 필름,,,
18226,소고기,설탕,소다,,,,,,
18227,과일,치즈,생수,,,,,,
18228,열대과일,과일,냉동 식품,,,,,,
18229,돼지고기,생수,,,,,,,
18230,돼지고기,전지우유,요거트,크림 치즈,롤빵,,,,
18232,치킨,야채,전지우유,,,,,,
18234,전지우유,디저트,크림 치즈,설탕,그릇,,,,
18235,과일,허브,사워 크림,기름,생수,,,,
18236,전지우유,요거트,생수,,,,,,
18237,돼지고기,쇼핑백,,,,,,,
18238,과일,신문,,,,,,,
18239,과일,사워 크림,치즈,롤빵,,,,,
18242,버터,요거트,냉동 야채,냉동 감자,절인 야채,,,,
18243,소시지,감귤,열대과일,과일,전지우유,버터,치즈,치즈,
18244,소고기,감귤,요거트,농축 우유,냉동 야채,향신료,소고기,생선 통조림,
18245,강아지 사료,세정제,냅킨,신문,화초,,,,
18247,소시지,소다,,,,,,,
18249,열대과일,전지우유,냉동 식품,냉동 디저트,롤빵,소다,병맥주,케이크,세정제
18250,소고기,감귤,버터우유,,,,,,
18251,전지우유,버터,,,,,,,
18252,감귤,롤빵,,,,,,,
18253,패스트리,소다,,,,,,,
18255,소시지,열대과일,야채,전지우유,요거트,냉동 감자,패스트리,,
18257,전지우유,롤빵,패스트리,,,,,,
18258,음료수,크림 치즈,,,,,,,
18259,감귤,요거트,신문,,,,,,
18260,딸기,요거트,사워 크림,설탕,,,,,
18261,소고기,버터,요거트,롤빵,생수,소다,야채 주스,,
18263,롤빵,소다,,,,,,,
18264,전지우유,롤빵,밀가루,식초,쇼핑백,,,,
18265,감귤,열대과일,전지우유,롤빵,식빵,생수,,,
18266,음료수,치즈,커피,,,,,,
18268,치즈,롤빵,생수,신문,,,,,
18270,치즈,롤빵,,,,,,,
18271,포도,우유,,,,,,,
18273,과일,마가린,사진 필름,,,,,,
18274,캔맥주,쇼핑백,,,,,,,
18276,딸기,디저트,롤빵,소다,백포도주,,,,
18278,돼지고기,야채,전지우유,버터우유,요거트,사워 크림,롤빵,밀가루,
18279,롤빵,생수,,,,,,,
18280,소시지,생수,백포도주,,,,,,
18281,소시지,열대과일,양파,버터우유,치즈,롤빵,생수,연마제,
18282,과일,롤빵,소다,피부관리용품,,,,,
18288,치킨,감귤,전지우유,여성용 위생용품,,,,,
18289,전지우유,패스트리,,,,,,,
18290,딸기,전지우유,요거트,롤빵,패스트리,꿀,초콜릿,,
18292,롤빵,병맥주,,,,,,,
18293,야채,생수,백포도주,,,,,,
18294,열대과일,야채,요거트,차,신문,,,,
18295,소고기,전지우유,계란,마가린,절인 야채,생수,병맥주,신문,
18299,계란,롤빵,밀가루,,,,,,
18300,디저트,신문,,,,,,,
18301,음료수,생선,소금,설탕,과자,,,,
18302,소시지,햄,소고기,감귤,딸기,요거트,치즈,롤빵,고양이 사료
18303,롤빵,마가린,생수,소다,와인,초콜릿,사탕,신문,
18305,감귤,열대과일,전지우유,요거트,,,,,
18306,돼지고기,소고기,포도,딸기,야채,포장 채소,요거트,신문,
18307,롤빵,신문,,,,,,,
18309,전지우유,냅킨,,,,,,,
18310,전지우유,쇼핑백,,,,,,,
18311,돼지고기,마가린,사탕,,,,,,
18314,치킨,야채,롤빵,캔맥주,와인,,,,
18315,포도,패스트리,커피,헤어 스프레이,,,,,
18316,생수,캔맥주,,,,,,,
18320,전지우유,요거트,생선,계란,식빵,마가린,야채 주스,와플,피부관리용품
18321,소시지,열대과일,과일,치즈,아이스크림,롤빵,소다,초콜릿,사탕
18323,과일,크림 치즈,롤빵,,,,,,
18324,열대과일,전지우유,요거트,,,,,,
18325,사워 크림,냉동 야채,밀가루,,,,,,
18326,열대과일,파스타,사탕,,,,,,
18329,딸기,사워 크림,,,,,,,
18330,치킨,전지우유,롤빵,파스타,,,,,
18333,식빵,음료수,병맥주,소주,와인,,,,
18337,소시지,롤빵,,,,,,,
18338,소시지,치즈,쇼핑백,,,,,,
18339,소다,초콜릿,사탕,,,,,,
18340,열대과일,야채,전지우유,식빵,커피,,,,
18342,열대과일,음료수,,,,,,,
18343,버터,롤빵,소다,,,,,,
18344,크림 치즈,롤빵,밀가루,마가린,고양이 사료,커피,위스키,,
18345,롤빵,생선 통조림,,,,,,,
18349,전지우유,쇼핑백,,,,,,,
18350,냉동 식품,시리얼,쇼핑백,,,,,,
18352,소다,초콜릿,,,,,,,
18353,돼지고기,소고기,야채,우유,치즈,마요네즈,계란,지퍼백,
18354,전지우유,롤빵,생수,야채 주스,비누,,,,
18357,치즈,크림 치즈,롤빵,소다,,,,,
18358,소시지,롤빵,,,,,,,
18359,냉동 야채,초콜릿,,,,,,,
18360,치킨,딸기,야채,전지우유,버터,사워 크림,시리얼,냅킨,사진 필름
18361,요거트,냉동 야채,고양이 사료,,,,,,
18362,전지우유,요거트,패스트리,와플,,,,,
18364,소시지,롤빵,머스타드,,,,,,
18365,요거트,강아지 사료,신문,,,,,,
18366,돼지고기,생선,감귤,전지우유,,,,,
18367,열대과일,딸기,사워 크림,,,,,,
18368,소시지,열대과일,과일,야채,전지우유,요거트,롤빵,패스트리,기름
18370,포도,크림 치즈,,,,,,,
18371,열대과일,전지우유,요거트,사워 크림,냉동 식품,롤빵,와플,신문,사진 필름
18374,소시지,병맥주,소주,,,,,,
18375,돼지고기,열대과일,과일,생수,병맥주,,,,
18377,베이킹 파우더,음료수,쇼핑백,,,,,,
18379,치즈,소다,,,,,,,
18381,크림 치즈,롤빵,지퍼백,냅킨,신문,,,,
18382,열대과일,양파,전지우유,야채 통조림,소다,야채 주스,초콜릿,신문,
18383,잼,코코아,소다,,,,,,
18387,전지우유,생선 통조림,고양이 사료,,,,,,
18388,돼지고기,전지우유,식빵,패스트리,소다,음료수,,,
18390,껌,쇼핑백,,,,,,,
18391,치킨,전지우유,패스트리,,,,,,
18394,요거트,차,야채 주스,,,,,,
18396,소시지,소다,,,,,,,
18397,감귤,양파,우유,식빵,패스트리,생수,야채 주스,,
18398,전지우유,요거트,냉동 식품,고양이 사료,소다,야채 주스,초콜릿,,
18399,전지우유,음료수,,,,,,,
18400,음료수,롤빵,껌,,,,,,
18403,소시지,롤빵,,,,,,,
18404,열대과일,포도,요거트,냉동 야채,아이스크림,롤빵,설탕,소다,세정제
18405,전지우유,버터우유,치즈,커피,초콜릿,사탕,,,
18406,패스트리,기름,,,,,,,
18407,전지우유,사워 크림,크림 치즈,식빵,기름,설탕,베이킹 파우더,고양이 사료,
18408,파스타,소스,케이크,초콜릿,냅킨,,,,
18409,전지우유,요거트,냉동 식품,파스타,소스,생선 통조림,고양이 사료,소다,
18410,치즈,생수,소다,,,,,,
18412,냉동 식품,캔맥주,와인,간식,,,,,
18413,소시지,감귤,열대과일,포도,포장 채소,버터,버터우유,,
18414,열대과일,냉동 식품,롤빵,사탕,신문,,,,
18415,소고기,와플,화초,,,,,,
18416,병맥주,소주,,,,,,,
18419,소다,음료수,간식,껌,,,,,
18420,소시지,롤빵,소다,,,,,,
18422,열대과일,전지우유,버터우유,시리얼,야채 주스,초콜릿,청소기,신문,
18423,소고기,열대과일,요거트,,,,,,
18424,식빵,패스트리,강아지 사료,커피,야채 주스,,,,
18426,딸기,요거트,우유,롤빵,생수,소다,,,
18427,감귤,과일,버터,향신료,병맥주,냅킨,,,
18428,소다,초콜릿,,,,,,,
18431,포도,소주,와플,,,,,,
18432,열대과일,야채,냅킨,,,,,,
18435,견과류,브랜디,,,,,,,
18436,패스트리,소다,간식,팝콘,피부관리용품,,,,
18437,소시지,요거트,고양이 사료,껌,여성용 위생용품,,,,
18438,소시지,햄,생수,,,,,,
18442,롤빵,소다,,,,,,,
18443,롤빵,소다,세정제,,,,,,
18444,치킨,롤빵,쇼핑백,,,,,,
18447,감귤,전지우유,요거트,사워 크림,고양이 사료,초콜릿,여성용 위생용품,,
18451,전지우유,간식,,,,,,,
18453,전지우유,소다,청소기,,,,,,
18454,햄,딸기,야채,전지우유,사워 크림,식빵,패스트리,병맥주,냅킨
18455,치즈,식빵,,,,,,,
18456,소시지,야채,,,,,,,
18459,디저트,냉동 디저트,기름,소다,간식,초콜릿,,,
18462,과일,요거트,초콜릿,,,,,,
18463,롤빵,소다,청소기,,,,,,
18464,소다,소주,,,,,,,
18465,야채 주스,화초,쇼핑백,,,,,,
18466,디저트,식빵,,,,,,,
18467,냉동 야채,생선,,,,,,,
18468,열대과일,전지우유,디저트,패스트리,소다,음료수,쇼핑백,,
18469,냉동 야채,신문,,,,,,,
18472,요거트,롤빵,,,,,,,
18473,요거트,사워 크림,와플,,,,,,
18475,소시지,딸기,사워 크림,,,,,,
18476,롤빵,소다,,,,,,,
18477,치킨,초콜릿,,,,,,,
18479,전지우유,치즈,병맥주,,,,,,
18480,병맥주,소주,,,,,,,
18482,소시지,전지우유,소스,,,,,,
18484,열대과일,과일,,,,,,,
18485,돼지고기,냉동 야채,,,,,,,
18486,냉동 디저트,소다,,,,,,,
18487,소고기,야채,백포도주,쇼핑백,,,,,
18490,과일,딸기,야채,전지우유,사워 크림,치즈,냉동 야채,패스트리,
18491,치킨,딸기,냉동 야채,커피,,,,,
18497,야채,전지우유,사워 크림,계란,소다,야채 주스,,,
18498,버터,사워 크림,치즈,냉동 과일,,,,,
18500,소다,음료수,와플,쇼핑백,,,,,
18501,포도,딸기,버터우유,요거트,화초,,,,
18503,과일,아이스크림,생수,소다,야채 주스,병맥주,,,
18515,소시지,감귤,열대과일,패스트리,소다,초콜릿,,,
18523,치킨,돼지고기,야채 주스,캔맥주,와플,,,,
18529,돼지고기,감귤,야채,전지우유,디저트,요거트,생선,마가린,절인 야채
18530,열대과일,전지우유,초콜릿,신문,,,,,
18532,치즈,치즈,롤빵,패스트리,,,,,
18533,소시지,돼지고기,소고기,열대과일,야채,양파,우유,치즈,
18534,요거트,냉동 식품,초콜릿,쇼핑백,,,,,
18535,소시지,과일,전지우유,치즈,롤빵,야채 통조림,사탕,냅킨,
18536,감귤,열대과일,우유,생수,소다,음료수,야채 주스,냅킨,
18540,소고기,치킨,소고기,전지우유,사워 크림,야채 주스,,,
18549,치킨,소고기,전지우유,우유,냉동 야채,파스타,식초,베이킹 파우더,
18554,소시지,감귤,야채,양파,요거트,사워 크림,병맥주,,
18556,과일,우유,마가린,생수,케이크,쇼핑백,,,
18560,감귤,전지우유,요거트,치즈,냉동 야채,롤빵,마가린,초콜릿,
18563,돼지고기,야채,소다,간식,,,,,
18565,치즈,식빵,마가린,병맥주,,,,,
18567,전지우유,치즈,롤빵,냅킨,화초,,,,
18569,열대과일,식빵,향신료,인스턴트 식품,,,,,
18570,열대과일,요거트,음료수,치즈,냉동 식품,롤빵,차,생수,전구
18574,소시지,돼지고기,열대과일,버터우유,우유,소다,,,
18576,커피,생수,캔맥주,냅킨,,,,,
18584,냉동 디저트,생수,소다,병맥주,,,,,
18586,감귤,전지우유,요거트,롤빵,생수,,,,
18590,전지우유,베이킹 파우더,생수,신문,,,,,
18591,치킨,포도,전지우유,요거트,롤빵,생수,야채 주스,병맥주,초콜릿
18593,열대과일,전지우유,크림 치즈,치즈,롤빵,쇼핑백,,,
18594,감귤,치즈,생수,냅킨,,,,,
18597,과일,전지우유,롤빵,설탕,베이킹 파우더,,,,
18598,돼지고기,전지우유,사워 크림,병맥주,그릇,,,,
18600,감귤,열대과일,과일,양파,전지우유,요거트,생선,,
18602,치킨,야채,우유,초콜릿,,,,,
18603,소고기,야채,양파,허브,전지우유,밀가루,소다,,
18607,사워 크림,롤빵,패스트리,생수,,,,,
18609,감귤,야채,버터우유,기름,,,,,
18611,소고기,야채,사워 크림,롤빵,병맥주,,,,
18612,요거트,크림 치즈,패스트리,생선 통조림,야채 주스,쇼핑백,,,
18616,소시지,치킨,소고기,감귤,열대과일,야채,양파,허브,
18620,열대과일,디저트,요거트,우유,계란,롤빵,식빵,야채 통조림,소고기
18627,열대과일,전지우유,식빵,냅킨,,,,,
18628,돼지고기,전지우유,크림 치즈,생선,식빵,소스,,,
18630,치킨,돼지고기,열대과일,치즈,고양이 사료,,,,
18631,롤빵,생선 통조림,소다,신문,,,,,
18633,소시지,소고기,감귤,요거트,식빵,마가린,소다,,
18634,소시지,열대과일,농축 우유,소다,초콜릿,,,,
18639,햄,감귤,과일,허브,버터,냉동 야채,식빵,,
18640,소고기,감귤,전지우유,요거트,롤빵,생수,,,
18643,딸기,전지우유,요거트,사워 크림,냉동 야채,마가린,신문,,
18645,소고기,야채,전지우유,식빵,패스트리,감미료,신문,,
18646,과일,치즈,롤빵,캔맥주,쇼핑백,,,,
18652,소시지,감귤,포도,롤빵,식빵,병맥주,,,
18653,열대과일,요거트,아이스크림,롤빵,,,,,
18660,소시지,소고기,포도,야채,롤빵,캔맥주,,,
18663,전지우유,롤빵,마가린,병맥주,,,,,
18666,소고기,감귤,야채,디저트,사워 크림,기름,야채 주스,냅킨,
18668,돼지고기,딸기,전지우유,냉동 식품,식빵,마가린,냅킨,
18669,소시지,야채,치즈,치즈,기름,베이킹 파우더,야채 통조림,,
18673,소고기,열대과일,식초,향신료,,,,,
18674,소시지,양파,롤빵,소다,브랜디,백포도주,껌,냅킨,쇼핑백
18676,돼지고기,전지우유,롤빵,커피,소다,냅킨,그릇,,
18678,돼지고기,감귤,과일,야채,전지우유,냉동 디저트,롤빵,기름,커피
18679,돼지고기,소고기,열대과일,야채,전지우유,요거트,사워 크림,치즈,
18681,소고기,전지우유,패스트리,초콜릿,초콜릿,,,,
18683,딸기,요거트,크림 치즈,롤빵,소다,브랜디,,,
18685,열대과일,전지우유,요거트,크림 치즈,치즈,계란,설탕,야채 주스,
18687,치킨,야채,커피,껌,냅킨,주방 수건,,,
18688,전지우유,우유,초콜릿,신문,쇼핑백,,,,
18689,버터,우유,계란,와플,,,,,
18694,햄,감귤,과일,야채,양파,전지우유,버터,향신료,
18695,치즈,병맥주,소주,와인,,,,,
18696,열대과일,과일,야채,전지우유,치즈,계란,식빵,,
18697,소시지,롤빵,패스트리,고양이 사료,,,,,
18699,소고기,야채,롤빵,식빵,패스트리,기름,냅킨,신문,
18700,롤빵,소다,와플,신문,,,,,
18702,햄,열대과일,포도,야채,버터,사워 크림,음료수,치즈,
18706,딸기,전지우유,밀가루,설탕,소다,,,,
18710,치킨,돼지고기,전지우유,사워 크림,커피,,,,
18711,전지우유,버터,요거트,식빵,생수,소다,야채 주스,신문,
18715,과일,허브,전지우유,사워 크림,소주,냅킨,,,
18719,감귤,전지우유,사워 크림,계란,소금,신문,,,
18720,열대과일,치즈,계란,소다,음료수,껌,,,
18723,햄,포도,딸기,치즈,치즈,과자,와플,여성용 위생용품,
18733,소시지,냉동 야채,계란,소다,야채 주스,냅킨,화초,,
18737,소시지,열대과일,롤빵,소다,쇼핑백,,,,
18740,롤빵,야채 주스,초콜릿,신문,,,,,
18742,전지우유,롤빵,간식,케이크,초콜릿,사탕,신문,,
18743,소시지,소고기,과일,포도,야채,전지우유,버터우유,,
18746,소시지,롤빵,초콜릿,사탕,쇼핑백,,,,
18747,햄,열대과일,아이스크림,초콜릿,,,,,
18752,전지우유,패스트리,설탕,신문,,,,,
