항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
전지우유,롤빵,식빵,비누,,,,,
감귤,전지우유,과자,,,,,,
소시지,치킨,열대과일,양파,디저트,사워 크림,우유,크림 치즈,
소고기,마가린,,,,,,,
소고기,롤빵,패스트리,비누,,,,,
전지우유,패스트리,코코아,신문,,,,,
전지우유,커피,병맥주,,,,,,
햄,사워 크림,냉동 야채,롤빵,,,,,
야채,전지우유,버터우유,냉동 식품,,,,,
소시지,와인,신문,,,,,,
소고기,전지우유,치즈,밀가루,설탕,생수,소다,,
열대과일,전지우유,음료수,치즈,패스트리,와플,,,
야채,양파,전지우유,냉동 디저트,커피,병맥주,,,
과일,커피,,,,,,,
야채,전지우유,요거트,,,,,,
돼지고기,전지우유,시리얼,,,,,,
야채,요거트,식빵,쇼핑백,,,,,
소시지,포장 채소,우유,패스트리,수프,생수,,,
감귤,전지우유,치즈,치즈,크림 치즈,생선 통조림,,,
치킨,패스트리,,,,,,,
전지우유,생수,병맥주,,,,,,
전지우유,디저트,,,,,,,
소고기,설탕,캔맥주,,,,,,
햄,열대과일,,,,,,,
전지우유,커피,캔맥주,,,,,,
소시지,과일,전지우유,요거트,,,,,
계란,롤빵,커피,캔맥주,브랜디,초콜릿,쇼핑백,,
돼지고기,소고기,양파,요거트,우유,생선,롤빵,마가린,설탕
열대과일,전지우유,크림 치즈,기름,케이크,,,,
요거트,시럽,껌,신문,,,,,
소다,초콜릿,사탕,,,,,,
소고기,딸기,요거트,사워 크림,,,,,
치킨,야채,요거트,크림 치즈,냅킨,,,,
요거트,냉동 야채,쇼핑백,,,,,,
치즈,냉동 식품,,,,,,,
소고기,야채,생수,,,,,,
음료수,계란,음료수,,,,,,
소고기,전지우유,롤빵,패스트리,고양이 사료,와플,초콜릿,신문,
전지우유,요거트,베이킹 파우더,세정제,,쇼핑백,,,
감귤,포도,,,,,,,
와인,포도주,,,,,,,
과일,캔맥주,,,,,,,
햄,열대과일,야채,전지우유,신문,,,,
패스트리,소다,초콜릿,,,,,,
생수,브랜디,위스키,,,,,,
전지우유,치즈,식빵,병맥주,신문,쇼핑백,,,
감귤,요거트,신문,,,,,,
전지우유,디저트,요거트,생선 통조림,소다,야채 주스,쇼핑백,,
병맥주,브랜디,위스키,초콜릿,초콜릿,쇼핑백,,,
소주,간식,초콜릿,초콜릿,쇼핑백,,,,
커피,소다,병맥주,초콜릿,사탕,쇼핑백,,,
전지우유,계란,마가린,야채 주스,,,,,
견과류,소다,초콜릿,,,,,,
아이스크림,기름,소주,초콜릿,쇼핑백,,,,
우유,생수,야채 주스,캔맥주,,,,,
돼지고기,생선,계란,설탕,음료수,쇼핑백,,,
소시지,치즈,롤빵,캔맥주,,,,,
패스트리,소다,,,,,,,
야채,전지우유,요거트,계란,롤빵,냅킨,,,
야채,향신료,주방 수건,,,,,,
소고기,야채,식빵,과일 통조림,소다,초콜릿,신문,,
요거트,우유,크림 치즈,롤빵,식빵,패스트리,절인 야채,생선 통조림,
치즈,냉동 식품,,,,,,,
전지우유,크림 치즈,계란,마가린,캔맥주,쇼핑백,,,
포도,디저트,요거트,음료수,냉동 야채,캔맥주,,,
생수,병맥주,,,,,,,
버터우유,치즈,,,,,,,
치즈,롤빵,초콜릿,,,,,,
야채 주스,초콜릿,,,,,,,
롤빵,캔맥주,,,,,,,
과일,버터우유,크림 치즈,롤빵,,,,,
과일,버터,롤빵,초콜릿,,,,,
롤빵,식빵,,,,,,,
생선,병맥주,,,,,,,
소다,초콜릿,,,,,,,
포장 채소,생선 통조림,,,,,,,
버터,계란,밀가루,수프,베이킹 파우더,,,,
딸기,소다,와플,,,,,,
야채,캔맥주,양초,쇼핑백,,,,,
소고기,식빵,소다,음료수,주방 수건,,,,
감귤,요거트,우유,패스트리,소스,커피,전구,,
전지우유,팝콘,초콜릿,사탕,,,,,
소다,병맥주,소주,와인,쇼핑백,,,,
야채,포장 채소,롤빵,캔맥주,와인,,,,
열대과일,소다,,,,,,,
야채,전지우유,버터,냉동 야채,설탕,생수,야채 주스,,
포도,간식,,,,,,,
소고기,냉동 식품,강아지 사료,,,,,,
요거트,롤빵,식초,마가린,포도주,,,,
버터,패스트리,쇼핑백,,,,,,
롤빵,생수,초콜릿,,,,,,
햄,치즈,패스트리,껌,,,,,
야채,전지우유,치즈,마요네즈,계란,식빵,기름,소다,
식빵,간식,,,,,,,
소고기,냉동 야채,냉동 디저트,롤빵,커피,신문,쇼핑백,,
야채,우유,아이스크림,냉동 감자,생수,소다,병맥주,냅킨,
버터우유,냅킨,,,,,,,
소시지,돼지고기,열대과일,야채,전지우유,롤빵,소다,,
열대과일,패스트리,소다,초콜릿,,,,,
소시지,전지우유,식빵,,,,,,
열대과일,케첩,쇼핑백,,,,,,
전지우유,냉동 식품,롤빵,패스트리,설탕,소다,,,
소고기,견과류,캔맥주,,,,,,
소고기,야채,와플,신문,,,,,
치즈,치즈,마가린,와인,,,,,
롤빵,병맥주,,,,,,,
열대과일,롤빵,,,,,,,
소시지,롤빵,소다,,,,,,
전지우유,코코아,쇼핑백,,,,,,
포도,야채,요거트,식빵,,,,,
롤빵,마가린,,,,,,,
전지우유,요거트,사워 크림,소고기,커피,소다,,,
햄,돼지고기,감귤,과일,야채,버터우유,음료수,치즈,
소시지,전지우유,마가린,와플,양초,,,,
패스트리,초콜릿,초콜릿,,,,,,
음료수,롤빵,야채 주스,,,,,,
열대과일,전지우유,,,,,,,
열대과일,전지우유,요거트,롤빵,패스트리,커피,초콜릿,,
돼지고기,롤빵,마가린,캔맥주,냅킨,,,,
돼지고기,냉동 감자,롤빵,패스트리,소다,백포도주,,,
포장 채소,사워 크림,,,,,,,
요거트,롤빵,,,,,,,
돼지고기,과일,요거트,계란,,,,,
열대과일,패스트리,야채 주스,,,,,,
치즈,식빵,캔맥주,와인,,,,,
요거트,사워 크림,마요네즈,계란,과일 통조림,음료수,포도주,,
감귤,패스트리,,,,,,,
치킨,열대과일,양파,버터우유,요거트,음료수,치즈,치즈,
소시지,햄,롤빵,소다,백포도주,,,,
전지우유,패스트리,,,,,,,
소다,병맥주,쇼핑백,,,,,,
소시지,식빵,커피,소다,쇼핑백,,,,
전지우유,초콜릿,,,,,,,
전지우유,강아지 사료,고양이 사료,소다,초콜릿,냅킨,,,
식빵,포도주,,,,,,,
농축 우유,소다,신문,,,,,,
전지우유,커피,초콜릿,쇼핑백,,,,,
캔맥주,와플,초콜릿,,,,,,
남성 화장품,냅킨,,,,,,,
요거트,캔맥주,,,,,,,
전지우유,사워 크림,커피,,,,,,
디저트,롤빵,그릇,,,,,,
전지우유,아이스크림,,,,,,,
생수,캔맥주,백포도주,쇼핑백,,,,,
감귤,쇼핑백,,,,,,,
돼지고기,야채,허브,전지우유,냉동 야채,롤빵,세정제,,
소시지,열대과일,크림 치즈,패스트리,생수,,,,
치즈,냉동 식품,계란,롤빵,고양이 사료,,,,
딸기,요거트,치즈,,,,,,
소시지,소고기,,,,,,,
전지우유,요거트,,,,,,,
소고기,냉동 야채,소다,,,,,,
소고기,감귤,열대과일,야채,전지우유,사워 크림,크림 치즈,롤빵,
요거트,소금,커피,,,,,,
캔맥주,쇼핑백,,,,,,,
포도,초콜릿,,,,,,,
전지우유,계란,,,,,,,
열대과일,과일,,,,,,,
전지우유,버터우유,크림 치즈,야채 주스,,,,,
치킨,버터,,,,,,,
감귤,치즈,,,,,,,
돼지고기,감귤,열대과일,포도,야채,크림 치즈,생수,야채 주스,
치킨,소다,소주,신문,쇼핑백,,,,
감귤,버터우유,식빵,생선 통조림,생수,포도주,남성 화장품,,
포도,롤빵,사탕,,,,,,
소시지,음료수,롤빵,와인,초콜릿,쇼핑백,,,
돼지고기,양파,요거트,,,,,,
양파,전지우유,요거트,사워 크림,차,청소기,욕실 청소용품,,
소고기,감귤,포도,야채,롤빵,강아지 사료,초콜릿,,
요거트,생수,백포도주,,,,,,
생선,감귤,열대과일,기름,마가린,백포도주,,,
음료수,롤빵,생수,,,,,,
소다,초콜릿,쇼핑백,,,,,,
치즈,캔맥주,,,,,,,
열대과일,와플,신문,,,,,,
롤빵,소다,,,,,,,
냉동 식품,소다,,,,,,,
야채,요거트,우유,롤빵,,,,,
전지우유,냅킨,,,,,,,
소시지,치킨,치즈,냉동 야채,향신료,소다,쇼핑백,,
감미료,커피,,,,,,,
햄,열대과일,과일,우유,치즈,계란,식빵,야채 주스,
병맥주,소주,와인,와플,사탕,냅킨,쇼핑백,,
아이스크림,계란,롤빵,생수,소다,병맥주,과자,쇼핑백,
커피,시럽,,,,,,,
소고기,치즈,롤빵,백포도주,쇼핑백,,,,
양파,야채 주스,,,,,,,
치킨,병맥주,,,,,,,
소고기,전지우유,아이스크림,,,,,,
소고기,디저트,요거트,계란,롤빵,기름,커피,,
껌,냅킨,,,,,,,
롤빵,그릇,,,,,,,
전지우유,냉동 야채,,,,,,,
캔맥주,와인,,,,,,,
음료수,크림 치즈,,,,,,,
야채,전지우유,,,,,,,
소시지,롤빵,커피,,,,,,
열대과일,요거트,생수,초콜릿,,,,,
감귤,포도,양파,사워 크림,크림 치즈,마요네즈,냉동 야채,아이스크림,
쌀,커피,초콜릿,쇼핑백,,,,,
양파,사워 크림,신문,,,,,,
치킨,냉동 야채,초콜릿,초콜릿,쇼핑백,,,,
전지우유,소다,야채 주스,쇼핑백,,,,,
돼지고기,사워 크림,냉동 야채,시리얼,고양이 사료,야채 주스,케이크,초콜릿,
소고기,전지우유,계란,패스트리,,,,,
농축 우유,소다,음료수,,,,,,
전지우유,냉동 식품,식빵,생수,소다,사탕,,,
소고기,야채,생수,소다,,,,,
소시지,햄,소다,케이크,쇼핑백,,,,
패스트리,병맥주,,,,,,,
생선 통조림,캔맥주,초콜릿,,,,,,
감귤,열대과일,식빵,소스,소다,냅킨,쇼핑백,,
전지우유,식빵,소금,설탕,,,,,
전지우유,버터,,,,,,,
열대과일,포도,냉동 식품,식빵,생수,소다,쇼핑백,,
허브,버터,초콜릿,,,,,,
소시지,야채,,,,,,,
야채,허브,전지우유,냉동 야채,냉동 디저트,야채 주스,,,
요거트,식빵,밀가루,감미료,와인,쇼핑백,,,
디저트,음료수,야채 주스,팝콘,쇼핑백,,,,
열대과일,과일,전지우유,롤빵,식빵,소다,껌,,
롤빵,소다,여성용 위생용품,,,,,,
롤빵,병맥주,,,,,,,
생수,병맥주,백포도주,,,,,,
크림 치즈,식빵,소고기,소다,초콜릿,,,,
야채,요거트,소다,팝콘,,,,,
캔맥주,간식,초콜릿,,,,,,
전지우유,버터,요거트,롤빵,커피,야채 주스,세정제,,
요거트,밀가루,설탕,베이킹 파우더,,,,,
요거트,사워 크림,우유,야채 주스,신문,,,,
소시지,롤빵,마가린,,,,,,
크림 치즈,롤빵,마가린,수프,,,,,
소고기,냉동 야채,롤빵,소다,껌,사진 필름,,,
소고기,설탕,소다,,,,,,
과일,치즈,생수,,,,,,
열대과일,과일,냉동 식품,,,,,,
돼지고기,생수,,,,,,,
돼지고기,전지우유,요거트,크림 치즈,롤빵,,,,
치킨,야채,전지우유,,,,,,
전지우유,디저트,크림 치즈,설탕,그릇,,,,
과일,허브,사워 크림,기름,생수,,,,
전지우유,요거트,생수,,,,,,
돼지고기,쇼핑백,,,,,,,
과일,신문,,,,,,,
과일,사워 크림,치즈,롤빵,,,,,
버터,요거트,냉동 야채,냉동 감자,절인 야채,,,,
소시지,감귤,열대과일,과일,전지우유,버터,치즈,치즈,
소고기,감귤,요거트,농축 우유,냉동 야채,향신료,소고기,생선 통조림,
강아지 사료,세정제,냅킨,신문,화초,,,,
소시지,소다,,,,,,,
열대과일,전지우유,냉동 식품,냉동 디저트,롤빵,소다,병맥주,케이크,세정제
소고기,감귤,버터우유,,,,,,
전지우유,버터,,,,,,,
감귤,롤빵,,,,,,,
패스트리,소다,,,,,,,
소시지,열대과일,야채,전지우유,요거트,냉동 감자,패스트리,,
전지우유,롤빵,패스트리,,,,,,
음료수,크림 치즈,,,,,,,
감귤,요거트,신문,,,,,,
딸기,요거트,사워 크림,설탕,,,,,
소고기,버터,요거트,롤빵,생수,소다,야채 주스,,
롤빵,소다,,,,,,,
전지우유,롤빵,밀가루,식초,쇼핑백,,,,
감귤,열대과일,전지우유,롤빵,식빵,생수,,,
음료수,치즈,커피,,,,,,
치즈,롤빵,생수,신문,,,,,
치즈,롤빵,,,,,,,
포도,우유,,,,,,,
과일,마가린,사진 필름,,,,,,
캔맥주,쇼핑백,,,,,,,
딸기,디저트,롤빵,소다,백포도주,,,,
돼지고기,야채,전지우유,버터우유,요거트,사워 크림,롤빵,밀가루,
롤빵,생수,,,,,,,
소시지,생수,백포도주,,,,,,
소시지,열대과일,양파,버터우유,치즈,롤빵,생수,연마제,
과일,롤빵,소다,피부관리용품,,,,,
치킨,감귤,전지우유,여성용 위생용품,,,,,
전지우유,패스트리,,,,,,,
딸기,전지우유,요거트,롤빵,패스트리,꿀,초콜릿,,
롤빵,병맥주,,,,,,,
야채,생수,백포도주,,,,,,
열대과일,야채,요거트,차,신문,,,,
소고기,전지우유,계란,마가린,절인 야채,생수,병맥주,신문,
계란,롤빵,밀가루,,,,,,
디저트,신문,,,,,,,
음료수,생선,소금,설탕,과자,,,,
소시지,햄,소고기,감귤,딸기,요거트,치즈,롤빵,고양이 사료
롤빵,마가린,생수,소다,와인,초콜릿,사탕,신문,
감귤,열대과일,전지우유,요거트,,,,,
돼지고기,소고기,포도,딸기,야채,포장 채소,요거트,신문,
롤빵,신문,,,,,,,
전지우유,냅킨,,,,,,,
전지우유,쇼핑백,,,,,,,
돼지고기,마가린,사탕,,,,,,
치킨,야채,롤빵,캔맥주,와인,,,,
포도,패스트리,커피,헤어 스프레이,,,,,
생수,캔맥주,,,,,,,
전지우유,요거트,생선,계란,식빵,마가린,야채 주스,와플,피부관리용품
소시지,열대과일,과일,치즈,아이스크림,롤빵,소다,초콜릿,사탕
과일,크림 치즈,롤빵,,,,,,
열대과일,전지우유,요거트,,,,,,
사워 크림,냉동 야채,밀가루,,,,,,
열대과일,파스타,사탕,,,,,,
딸기,사워 크림,,,,,,,
치킨,전지우유,롤빵,파스타,,,,,
식빵,음료수,병맥주,소주,와인,,,,
소시지,롤빵,,,,,,,
소시지,치즈,쇼핑백,,,,,,
소다,초콜릿,사탕,,,,,,
열대과일,야채,전지우유,식빵,커피,,,,
열대과일,음료수,,,,,,,
버터,롤빵,소다,,,,,,
크림 치즈,롤빵,밀가루,마가린,고양이 사료,커피,위스키,,
롤빵,생선 통조림,,,,,,,
전지우유,쇼핑백,,,,,,,
냉동 식품,시리얼,쇼핑백,,,,,,
소다,초콜릿,,,,,,,
돼지고기,소고기,야채,우유,치즈,마요네즈,계란,지퍼백,
전지우유,롤빵,생수,야채 주스,비누,,,,
치즈,크림 치즈,롤빵,소다,,,,,
소시지,롤빵,,,,,,,
냉동 야채,초콜릿,,,,,,,
치킨,딸기,야채,전지우유,버터,사워 크림,시리얼,냅킨,사진 필름
요거트,냉동 야채,고양이 사료,,,,,,
전지우유,요거트,패스트리,와플,,,,,
소시지,롤빵,머스타드,,,,,,
요거트,강아지 사료,신문,,,,,,
돼지고기,생선,감귤,전지우유,,,,,
열대과일,딸기,사워 크림,,,,,,
소시지,열대과일,과일,야채,전지우유,요거트,롤빵,패스트리,기름
포도,크림 치즈,,,,,,,
열대과일,전지우유,요거트,사워 크림,냉동 식품,롤빵,와플,신문,사진 필름
소시지,병맥주,소주,,,,,,
돼지고기,열대과일,과일,생수,병맥주,,,,
베이킹 파우더,음료수,쇼핑백,,,,,,
치즈,소다,,,,,,,
크림 치즈,롤빵,지퍼백,냅킨,신문,,,,
열대과일,양파,전지우유,야채 통조림,소다,야채 주스,초콜릿,신문,
잼,코코아,소다,,,,,,
전지우유,생선 통조림,고양이 사료,,,,,,
돼지고기,전지우유,식빵,패스트리,소다,음료수,,,
껌,쇼핑백,,,,,,,
치킨,전지우유,패스트리,,,,,,
요거트,차,야채 주스,,,,,,
소시지,소다,,,,,,,
감귤,양파,우유,식빵,패스트리,생수,야채 주스,,
전지우유,요거트,냉동 식품,고양이 사료,소다,야채 주스,초콜릿,,
전지우유,음료수,,,,,,,
음료수,롤빵,껌,,,,,,
소시지,롤빵,,,,,,,
열대과일,포도,요거트,냉동 야채,아이스크림,롤빵,설탕,소다,세정제
전지우유,버터우유,치즈,커피,초콜릿,사탕,,,
패스트리,기름,,,,,,,
전지우유,사워 크림,크림 치즈,식빵,기름,설탕,베이킹 파우더,고양이 사료,
파스타,소스,케이크,초콜릿,냅킨,,,,
전지우유,요거트,냉동 식품,파스타,소스,생선 통조림,고양이 사료,소다,
치즈,생수,소다,,,,,,
냉동 식품,캔맥주,와인,간식,,,,,
소시지,감귤,열대과일,포도,포장 채소,버터,버터우유,,
열대과일,냉동 식품,롤빵,사탕,신문,,,,
소고기,와플,화초,,,,,,
병맥주,소주,,,,,,,
소다,음료수,간식,껌,,,,,
소시지,롤빵,소다,,,,,,
열대과일,전지우유,버터우유,시리얼,야채 주스,초콜릿,청소기,신문,
소고기,열대과일,요거트,,,,,,
식빵,패스트리,강아지 사료,커피,야채 주스,,,,
딸기,요거트,우유,롤빵,생수,소다,,,
감귤,과일,버터,향신료,병맥주,냅킨,,,
소다,초콜릿,,,,,,,
포도,소주,와플,,,,,,
열대과일,야채,냅킨,,,,,,
견과류,브랜디,,,,,,,
패스트리,소다,간식,팝콘,피부관리용품,,,,
소시지,요거트,고양이 사료,껌,여성용 위생용품,,,,
소시지,햄,생수,,,,,,
롤빵,소다,,,,,,,
롤빵,소다,세정제,,,,,,
치킨,롤빵,쇼핑백,,,,,,
감귤,전지우유,요거트,사워 크림,고양이 사료,초콜릿,여성용 위생용품,,
전지우유,간식,,,,,,,
전지우유,소다,청소기,,,,,,
햄,딸기,야채,전지우유,사워 크림,식빵,패스트리,병맥주,냅킨
치즈,식빵,,,,,,,
소시지,야채,,,,,,,
디저트,냉동 디저트,기름,소다,간식,초콜릿,,,
과일,요거트,초콜릿,,,,,,
롤빵,소다,청소기,,,,,,
소다,소주,,,,,,,
야채 주스,화초,쇼핑백,,,,,,
디저트,식빵,,,,,,,
냉동 야채,생선,,,,,,,
열대과일,전지우유,디저트,패스트리,소다,음료수,쇼핑백,,
냉동 야채,신문,,,,,,,
요거트,롤빵,,,,,,,
요거트,사워 크림,와플,,,,,,
소시지,딸기,사워 크림,,,,,,
롤빵,소다,,,,,,,
치킨,초콜릿,,,,,,,
전지우유,치즈,병맥주,,,,,,
병맥주,소주,,,,,,,
소시지,전지우유,소스,,,,,,
열대과일,과일,,,,,,,
돼지고기,냉동 야채,,,,,,,
냉동 디저트,소다,,,,,,,
소고기,야채,백포도주,쇼핑백,,,,,
과일,딸기,야채,전지우유,사워 크림,치즈,냉동 야채,패스트리,
치킨,딸기,냉동 야채,커피,,,,,
야채,전지우유,사워 크림,계란,소다,야채 주스,,,
버터,사워 크림,치즈,냉동 과일,,,,,
소다,음료수,와플,쇼핑백,,,,,
포도,딸기,버터우유,요거트,화초,,,,
과일,아이스크림,생수,소다,야채 주스,병맥주,,,
소시지,감귤,열대과일,패스트리,소다,초콜릿,,,
치킨,돼지고기,야채 주스,캔맥주,와플,,,,
돼지고기,감귤,야채,전지우유,디저트,요거트,생선,마가린,절인 야채
열대과일,전지우유,초콜릿,신문,,,,,
치즈,치즈,롤빵,패스트리,,,,,
소시지,돼지고기,소고기,열대과일,야채,양파,우유,치즈,
요거트,냉동 식품,초콜릿,쇼핑백,,,,,
소시지,과일,전지우유,치즈,롤빵,야채 통조림,사탕,냅킨,
감귤,열대과일,우유,생수,소다,음료수,야채 주스,냅킨,
소고기,치킨,소고기,전지우유,사워 크림,야채 주스,,,
치킨,소고기,전지우유,우유,냉동 야채,파스타,식초,베이킹 파우더,
소시지,감귤,야채,양파,요거트,사워 크림,병맥주,,
과일,우유,마가린,생수,케이크,쇼핑백,,,
감귤,전지우유,요거트,치즈,냉동 야채,롤빵,마가린,초콜릿,
돼지고기,야채,소다,간식,,,,,
치즈,식빵,마가린,병맥주,,,,,
전지우유,치즈,롤빵,냅킨,화초,,,,
열대과일,식빵,향신료,인스턴트 식품,,,,,
열대과일,요거트,음료수,치즈,냉동 식품,롤빵,차,생수,전구
소시지,돼지고기,열대과일,버터우유,우유,소다,,,
커피,생수,캔맥주,냅킨,,,,,
냉동 디저트,생수,소다,병맥주,,,,,
감귤,전지우유,요거트,롤빵,생수,,,,
전지우유,베이킹 파우더,생수,신문,,,,,
치킨,포도,전지우유,요거트,롤빵,생수,야채 주스,병맥주,초콜릿
열대과일,전지우유,크림 치즈,치즈,롤빵,쇼핑백,,,
감귤,치즈,생수,냅킨,,,,,
과일,전지우유,롤빵,설탕,베이킹 파우더,,,,
돼지고기,전지우유,사워 크림,병맥주,그릇,,,,
감귤,열대과일,과일,양파,전지우유,요거트,생선,,
치킨,야채,우유,초콜릿,,,,,
소고기,야채,양파,허브,전지우유,밀가루,소다,,
사워 크림,롤빵,패스트리,생수,,,,,
감귤,야채,버터우유,기름,,,,,
소고기,야채,사워 크림,롤빵,병맥주,,,,
요거트,크림 치즈,패스트리,생선 통조림,야채 주스,쇼핑백,,,
소시지,치킨,소고기,감귤,열대과일,야채,양파,허브,
열대과일,디저트,요거트,우유,계란,롤빵,식빵,야채 통조림,소고기
열대과일,전지우유,식빵,냅킨,,,,,
돼지고기,전지우유,크림 치즈,생선,식빵,소스,,,
치킨,돼지고기,열대과일,치즈,고양이 사료,,,,
롤빵,생선 통조림,소다,신문,,,,,
소시지,소고기,감귤,요거트,식빵,마가린,소다,,
소시지,열대과일,농축 우유,소다,초콜릿,,,,
햄,감귤,과일,허브,버터,냉동 야채,식빵,,
소고기,감귤,전지우유,요거트,롤빵,생수,,,
딸기,전지우유,요거트,사워 크림,냉동 야채,마가린,신문,,
소고기,야채,전지우유,식빵,패스트리,감미료,신문,,
과일,치즈,롤빵,캔맥주,쇼핑백,,,,
소시지,감귤,포도,롤빵,식빵,병맥주,,,
열대과일,요거트,아이스크림,롤빵,,,,,
소시지,소고기,포도,야채,롤빵,캔맥주,,,
전지우유,롤빵,마가린,병맥주,,,,,
소고기,감귤,야채,디저트,사워 크림,기름,야채 주스,냅킨,
돼지고기,딸기,전지우유,냉동 식품,식빵,마가린,냅킨,,
소시지,야채,치즈,치즈,기름,베이킹 파우더,야채 통조림,,
소고기,열대과일,식초,향신료,,,,,
소시지,양파,롤빵,소다,브랜디,백포도주,껌,냅킨,쇼핑백
돼지고기,전지우유,롤빵,커피,소다,냅킨,그릇,,
돼지고기,감귤,과일,야채,전지우유,냉동 디저트,롤빵,기름,커피
돼지고기,소고기,열대과일,야채,전지우유,요거트,사워 크림,치즈,
소고기,전지우유,패스트리,초콜릿,초콜릿,,,,
딸기,요거트,크림 치즈,롤빵,소다,브랜디,,,
열대과일,전지우유,요거트,크림 치즈,치즈,계란,설탕,야채 주스,
치킨,야채,커피,껌,냅킨,주방 수건,,,
전지우유,우유,초콜릿,신문,쇼핑백,,,,
버터,우유,계란,와플,,,,,
햄,감귤,과일,야채,양파,전지우유,버터,향신료,
치즈,병맥주,소주,와인,,,,,
열대과일,과일,야채,전지우유,치즈,계란,식빵,,
소시지,롤빵,패스트리,고양이 사료,,,,,
소고기,야채,롤빵,식빵,패스트리,기름,냅킨,신문,
롤빵,소다,와플,신문,,,,,
햄,열대과일,포도,야채,버터,사워 크림,음료수,치즈,
딸기,전지우유,밀가루,설탕,소다,,,,
치킨,돼지고기,전지우유,사워 크림,커피,,,,
전지우유,버터,요거트,식빵,생수,소다,야채 주스,신문,
과일,허브,전지우유,사워 크림,소주,냅킨,,,
감귤,전지우유,사워 크림,계란,소금,신문,,,
열대과일,치즈,계란,소다,음료수,껌,,,
햄,포도,딸기,치즈,치즈,과자,와플,여성용 위생용품,
소시지,냉동 야채,계란,소다,야채 주스,냅킨,화초,,
소시지,열대과일,롤빵,소다,쇼핑백,,,,
롤빵,야채 주스,초콜릿,신문,,,,,
전지우유,롤빵,간식,케이크,초콜릿,사탕,신문,,
소시지,소고기,과일,포도,야채,전지우유,버터우유,,
소시지,롤빵,초콜릿,사탕,쇼핑백,,,,
햄,열대과일,아이스크림,초콜릿,,,,,
전지우유,패스트리,설탕,신문,,,,,
치킨,열대과일,전지우유,치즈,냉동 야채,초콜릿,,,
감귤,열대과일,전지우유,버터,요거트,치즈,치즈,,
햄,요거트,롤빵,패스트리,마가린,생수,소다,야채 주스,캔맥주
소시지,과일,요거트,치즈,계란,롤빵,생수,신문,
음료수,패스트리,소다,음료수,초콜릿,,,,
마요네즈,롤빵,생수,소다,케이크,,,,
치킨,돼지고기,소고기,전지우유,치즈,치즈,냉동 감자,롤빵,
햄,돼지고기,식빵,사탕,,,,,
감귤,열대과일,전지우유,디저트,마요네즈,계란,마가린,설탕,
돼지고기,전지우유,식빵,패스트리,설탕,,,,
요거트,롤빵,강아지 사료,생수,캔맥주,쇼핑백,,,
소고기,소고기,버터,생선,생수,냅킨,,,
전지우유,요거트,치즈,세정제,신문,,,,
치킨,소고기,롤빵,커피,,,,,
소고기,돼지고기,식빵,시럽,,,,,
패스트리,캔맥주,간식,초콜릿,사탕,양초,,,
소시지,소고기,사워 크림,롤빵,소금,인스턴트 식품,소다,,
감귤,롤빵,밀가루,마가린,설탕,머스타드,고양이 사료,소다,병맥주
치킨,소고기,밀가루,간식,,,,,
전지우유,식빵,잼,신문,화초,,,,
돼지고기,포도,치즈,생수,간식,팝콘,와플,,
전지우유,생수,소다,캔맥주,,,,,
소고기,열대과일,야채,요거트,농축 우유,치즈,치즈,마요네즈,
과일,전지우유,디저트,마가린,초콜릿,,,,
돼지고기,양파,전지우유,버터,생수,소다,음료수,팝콘,
소고기,돼지고기,전지우유,치즈,패스트리,설탕,인스턴트 식품,주방 수건,
전지우유,요거트,냉동 야채,식빵,패스트리,밀가루,생수,소다,
치킨,야채,전지우유,패스트리,사탕,,,,
요거트,지퍼백,소다,초콜릿,쇼핑백,,,,
크림 치즈,냉동 과일,생선,계란,롤빵,마가린,시리얼,절인 야채,
소고기,감귤,딸기,전지우유,요거트,우유,치즈,패스트리,케이크
돼지고기,전지우유,소다,캔맥주,간식,껌,사탕,,
소고기,전지우유,디저트,마가린,쇼핑백,,,,
소시지,소고기,딸기,야채,전지우유,버터,치즈,롤빵,
소시지,열대과일,딸기,디저트,생선,냉동 감자,와인,,
소시지,포장 채소,전지우유,요거트,,,,,
감귤,계란,생수,소다,,,,,
열대과일,딸기,야채,버터,요거트,우유,계란,마가린,
소시지,치킨,과일,포도,딸기,야채,양파,전지우유,
돼지고기,열대과일,과일,야채,냉동 디저트,롤빵,마가린,냅킨,
햄,소고기,열대과일,과일,요거트,우유,치즈,식빵,
소고기,허브,전지우유,쌀,,,,,
소고기,기름,커피,포도주,,,,,
치킨,돼지고기,소고기,전지우유,버터,사워 크림,치즈,크림 치즈,
요거트,절인 야채,소다,야채 주스,병맥주,간식,,,
소시지,열대과일,야채,허브,전지우유,기름,,,
요거트,패스트리,생수,야채 주스,그릇,화초,,,
전지우유,버터,계란,베이킹 파우더,,,,,
소시지,딸기,요거트,사워 크림,크림 치즈,냉동 야채,차,야채 주스,
햄,소고기,전지우유,계란,기름,설탕,잼,생수,
감귤,열대과일,치즈,아이스크림,계란,세정제,신문,,
딸기,음료수,캔맥주,쇼핑백,,,,,
소시지,감귤,열대과일,딸기,야채,농축 우유,치즈,,
돼지고기,열대과일,과일,견과류,냉동 식품,마가린,신문,,
음료수,야채 주스,캔맥주,껌,초콜릿,쇼핑백,,,
전지우유,롤빵,식빵,마가린,,,,,
전지우유,사워 크림,패스트리,마가린,쇼핑백,,,,
과일,전지우유,디저트,버터우유,요거트,크림 치즈,냉동 감자,,
